ENZYME_TYPE,HIDROPHOBICITY,ISOELECTRIC,AROMATIC,INSTABLE,MW,HELIX,TURN,SHEET,MOL_EXT_RED,MOL_EXT_OX
SHV beta-lactamase,-0.025174825174825128,8.476125907897952,0.045454545454545456,39.46678321678321,31209.705600000034,0.2902097902097902,0.1993006993006993,0.33916083916083917,33460,33585
CMY beta-lactamase,-0.1682414698162731,9.223830223083493,0.09711286089238845,32.64097112860891,42016.89120000003,0.30971128608923887,0.23097112860892388,0.2755905511811024,93850,93975
IMP beta-lactamase,-0.15650406504065043,8.64135837554932,0.10569105691056911,26.228902439024374,27077.744600000013,0.3455284552845529,0.2804878048780488,0.23170731707317072,44920,45045
IMP beta-lactamase,-0.14105691056910577,9.085932350158693,0.10569105691056911,24.489878048780476,27146.978900000016,0.34959349593495936,0.27235772357723576,0.23170731707317072,44920,45045
IMP beta-lactamase,-0.16991869918699176,8.573408699035646,0.09349593495934959,28.13174796747966,27168.903300000013,0.3414634146341463,0.25609756097560976,0.23170731707317072,43430,43555
CMY beta-lactamase,-0.1742782152230972,9.149627113342287,0.09711286089238845,32.64097112860891,42029.84680000002,0.30971128608923887,0.2335958005249344,0.2755905511811024,93850,93975
KPC beta-lactamase,0.010580204778156934,6.743571281433106,0.08191126279863481,27.49419795221842,31055.895600000014,0.2901023890784983,0.24573378839590443,0.32081911262798635,46410,46535
PDC beta-lactamase,-0.3173803526448367,8.848688697814943,0.0906801007556675,36.91183879093196,43516.96679999997,0.2846347607052897,0.23425692695214106,0.29974811083123426,54320,54445
MCR phosphoethanolamine transferase,-0.038847583643122775,6.064970588684082,0.11524163568773234,24.123420074349454,60184.22300000014,0.33828996282527884,0.2100371747211896,0.25092936802973975,77700,78075
MCR phosphoethanolamine transferase,0.06709796672828063,6.1837072372436515,0.10905730129390018,20.67412199630315,60052.24790000015,0.34935304990757854,0.20517560073937152,0.24399260628465805,66240,66615
MCR phosphoethanolamine transferase,0.017254174397031443,7.913832664489746,0.12059369202226346,30.192782931354373,60613.37230000009,0.36734693877551017,0.2337662337662338,0.2263450834879406,82740,83365
PDC beta-lactamase,-0.2821158690176327,8.648836708068849,0.0906801007556675,35.84886649874053,43480.92979999998,0.292191435768262,0.2292191435768262,0.3022670025188917,54320,54445
ACT beta-lactamase,-0.06535433070866144,8.884919929504395,0.09186351706036745,31.917611548556415,41626.67790000002,0.3097112860892388,0.24671916010498685,0.28083989501312334,82850,82975
major facilitator superfamily (MFS) antibiotic efflux pump,0.6822843822843829,8.755274009704593,0.1351981351981352,25.957808857808853,47577.82550000005,0.4428904428904429,0.20046620046620048,0.2913752913752914,84340,84465
major facilitator superfamily (MFS) antibiotic efflux pump,0.6677419354838727,9.259739112854003,0.1336405529953917,26.067995391705068,47930.463699999986,0.44239631336405527,0.2119815668202765,0.31336405529953915,88810,88935
major facilitator superfamily (MFS) antibiotic efflux pump,0.9806910569105708,8.899038505554202,0.09959349593495935,36.00530487804878,52804.6259000001,0.42886178861788615,0.22967479674796748,0.3231707317073171,66920,67045
ACT beta-lactamase,-0.03963254593175854,8.875765419006349,0.08923884514435695,34.602125984251956,41225.13400000002,0.3044619422572178,0.24671916010498687,0.28608923884514437,84340,84465
major facilitator superfamily (MFS) antibiotic efflux pump,-0.19179487179487198,6.4674474716186525,0.05128205128205128,35.36948717948719,42600.95550000003,0.29743589743589743,0.19487179487179485,0.2846153846153846,42400,42400
major facilitator superfamily (MFS) antibiotic efflux pump,0.6376953125000018,8.138182640075684,0.109375,37.79494140624999,55637.769800000126,0.392578125,0.244140625,0.275390625,104390,104765
major facilitator superfamily (MFS) antibiotic efflux pump,0.7841708542713576,9.457334709167483,0.11055276381909548,37.061331658291444,42978.49259999999,0.4170854271356784,0.2135678391959799,0.2989949748743719,66920,66920
major facilitator superfamily (MFS) antibiotic efflux pump,1.266363636363636,9.457076835632325,0.10909090909090909,16.431909090909087,11503.748399999993,0.4818181818181818,0.23636363636363636,0.3,26470,26470
major facilitator superfamily (MFS) antibiotic efflux pump,1.0452173913043477,10.08996295928955,0.13043478260869565,32.22791304347826,12331.701899999985,0.4695652173913043,0.23478260869565215,0.28695652173913044,37470,37470
CMY beta-lactamase,-0.15748031496062984,8.933786964416509,0.09711286089238845,35.50238845144355,42044.850100000025,0.3123359580052493,0.23622047244094488,0.27821522309711283,93850,93975
IMP beta-lactamase,-0.10285714285714286,7.713471794128417,0.10612244897959183,18.820448979591827,27030.62800000002,0.3591836734693878,0.26530612244897955,0.21632653061224488,50420,50545
CTX-M beta-lactamase,-0.1463917525773195,8.864354515075682,0.048109965635738834,22.066666666666652,31051.078900000022,0.2542955326460481,0.21305841924398622,0.3161512027491409,25440,25565
CTX-M beta-lactamase,-0.16323024054982826,9.095344734191894,0.048109965635738834,26.510996563573876,31132.163200000017,0.2646048109965636,0.2268041237113402,0.30584192439862545,25440,25440
CTX-M beta-lactamase,-0.1525773195876289,9.252647590637206,0.048109965635738834,26.643298969072156,31074.127100000012,0.2646048109965636,0.23024054982817868,0.30584192439862545,25440,25440
CTX-M beta-lactamase,-0.15841924398625443,9.466876029968265,0.048109965635738834,26.902405498281777,31171.331700000017,0.26804123711340205,0.2268041237113402,0.3024054982817869,25440,25440
CTX-M beta-lactamase,-0.18934707903780088,8.905356407165527,0.04810996563573883,24.59793814432989,31350.398600000037,0.25773195876288657,0.21649484536082472,0.3161512027491409,23950,23950
CTX-M beta-lactamase,-0.16838487972508612,9.252389717102048,0.048109965635738834,26.43161512027491,31273.37720000001,0.27147766323024053,0.2268041237113402,0.29553264604810997,25440,25440
PDC beta-lactamase,-0.28715365239294743,8.837793540954593,0.0906801007556675,35.26725440806043,43469.96999999998,0.28967254408060455,0.2292191435768262,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.30222772277227766,8.837664604187015,0.0891089108910891,36.10247524752473,44040.526199999986,0.2846534653465347,0.23514851485148514,0.30198019801980197,54320,54445
resistance-nodulation-cell division (RND) antibiotic efflux pump,0.38839285714285715,8.963377952575684,0.09821428571428571,23.343839285714267,11861.740299999985,0.3482142857142857,0.18749999999999997,0.32142857142857145,13980,13980
major facilitator superfamily (MFS) antibiotic efflux pump,1.021287128712873,9.17947597503662,0.11633663366336633,33.37353960396039,42403.72440000006,0.40346534653465344,0.21782178217821785,0.32425742574257427,57410,57660
resistance-nodulation-cell division (RND) antibiotic efflux pump,-0.44590163934426225,6.720153617858887,0.01639344262295082,27.82622950819672,6908.876700000002,0.31147540983606553,0.1639344262295082,0.2295081967213115,1490,1490
major facilitator superfamily (MFS) antibiotic efflux pump,0.9421052631578958,9.097536659240724,0.11528822055137844,37.36924812030074,43172.00629999999,0.45864661654135336,0.24561403508771928,0.2756892230576441,43890,43890
PDC beta-lactamase,-0.2413098236775821,7.721656608581543,0.0906801007556675,32.811586901763214,43221.63589999998,0.292191435768262,0.23677581863979846,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.29068010075566786,9.106884574890138,0.0906801007556675,36.24534005037782,43340.81619999998,0.2871536523929471,0.23677581863979846,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.288664987405542,8.648836708068849,0.0906801007556675,35.776322418136,43498.96819999999,0.28967254408060455,0.2292191435768262,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2743073047858946,8.332168006896975,0.0906801007556675,34.8425692695214,43356.80569999998,0.28967254408060455,0.2317380352644836,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2506297229219146,8.332168006896975,0.0906801007556675,32.811586901763214,43290.74429999998,0.292191435768262,0.23425692695214104,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.28463476070529004,8.648965644836426,0.0906801007556675,37.46473551637277,43400.821799999976,0.28967254408060455,0.23425692695214104,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.2602015113350129,8.34067783355713,0.0906801007556675,36.7138539042821,43484.98119999999,0.2947103274559194,0.22670025188916876,0.30730478589420657,54320,54445
PDC beta-lactamase,-0.28715365239294743,8.340742301940917,0.0906801007556675,35.21032745591938,43314.686199999975,0.2871536523929471,0.23425692695214106,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.2770780856423178,8.648965644836426,0.0906801007556675,37.073803526448344,43388.811099999984,0.28967254408060455,0.23173803526448364,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2287153652392951,9.253614616394039,0.09571788413098237,36.10831234256925,43311.84099999998,0.29219143576826195,0.22921914357682618,0.3123425692695214,54320,54320
PDC beta-lactamase,-0.2775818639798492,8.648965644836426,0.0906801007556675,36.14408060453398,43398.848899999975,0.29219143576826195,0.23425692695214106,0.29722921914357686,54320,54445
PDC beta-lactamase,-0.2901763224181364,8.648965644836426,0.0906801007556675,36.43929471032744,43386.79519999998,0.28967254408060455,0.2367758186397985,0.29722921914357686,54320,54445
PDC beta-lactamase,-0.28664987405541603,8.34067783355713,0.0906801007556675,36.52392947103272,43470.91169999998,0.28967254408060455,0.22670025188916879,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2778337531486149,8.648965644836426,0.0906801007556675,35.29899244332493,43338.730799999976,0.29219143576826195,0.23425692695214106,0.2972292191435768,54320,54445
PDC beta-lactamase,-0.27581863979848903,8.340742301940917,0.0906801007556675,34.8425692695214,43384.81909999998,0.28967254408060455,0.2317380352644836,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.276826196473552,8.648965644836426,0.0906801007556675,36.901259445843806,43343.770499999984,0.28967254408060455,0.23425692695214104,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.29722921914357714,8.648965644836426,0.0906801007556675,36.29319899244331,43354.75339999998,0.2871536523929471,0.2367758186397985,0.2972292191435768,54320,54445
PDC beta-lactamase,-0.31057934508816165,8.848688697814943,0.0906801007556675,37.6108312342569,43385.77079999998,0.2846347607052897,0.23425692695214106,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.2942065491183883,8.648965644836426,0.0906801007556675,35.469017632241794,43420.80989999998,0.28967254408060455,0.23425692695214104,0.2947103274559194,54320,54445
PDC beta-lactamase,-0.2821158690176326,8.340742301940917,0.0906801007556675,35.18639798488664,43356.76589999998,0.28967254408060455,0.23425692695214106,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.28488664987405576,8.638392829895022,0.09319899244332494,36.3579345088161,43368.776599999976,0.28967254408060455,0.23425692695214106,0.3022670025188917,55810,55935
PDC beta-lactamase,-0.2896725440806049,8.84881763458252,0.0906801007556675,36.833501259445825,43341.757899999975,0.2871536523929471,0.23677581863979846,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.26448362720403057,8.648965644836426,0.0906801007556675,36.334005037783356,43383.877399999976,0.292191435768262,0.2317380352644836,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.28790931989924473,8.340742301940917,0.0906801007556675,34.617884130982354,43369.76459999998,0.28967254408060455,0.23425692695214104,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.3020151133501263,8.648965644836426,0.0906801007556675,35.76423173803525,43385.767399999975,0.2871536523929471,0.23425692695214106,0.2972292191435768,54320,54445
PDC beta-lactamase,-0.2670025188916879,8.648965644836426,0.0906801007556675,36.3579345088161,43336.75799999999,0.292191435768262,0.2317380352644836,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2891687657430735,8.648836708068849,0.0906801007556675,36.334005037783356,43498.96819999999,0.28967254408060455,0.22670025188916879,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.2740554156171288,8.340742301940917,0.08816120906801007,35.40025188916875,43336.77629999998,0.28967254408060455,0.2317380352644836,0.30730478589420657,54320,54445
PDC beta-lactamase,-0.23853904282115906,9.04112682342529,0.09571788413098237,36.01183879093197,43364.85729999998,0.29219143576826195,0.22670025188916876,0.3123425692695214,54320,54320
PDC beta-lactamase,-0.29042821158690224,8.34067783355713,0.0906801007556675,36.302267002518875,43490.899799999985,0.28967254408060455,0.22921914357682618,0.3022670025188917,54320,54445
major facilitator superfamily (MFS) antibiotic efflux pump,0.8497916666666673,9.93949375152588,0.10208333333333333,33.79252083333333,52637.69260000006,0.4145833333333333,0.22083333333333333,0.29791666666666666,33350,33475
CMY beta-lactamase,-0.1698162729658794,9.149627113342287,0.09973753280839895,33.71947506561678,42036.837700000026,0.3097112860892388,0.23359580052493437,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.17532808398950142,9.050926017761231,0.09711286089238845,33.41052493438319,42060.857600000025,0.30971128608923887,0.23097112860892388,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.15721784776902892,9.10727138519287,0.09448818897637795,32.24228346456692,41942.79120000003,0.30708661417322836,0.23359580052493437,0.2755905511811024,92360,92485
CMY beta-lactamase,-0.15984251968503949,9.149627113342287,0.09448818897637795,33.135984251968495,41947.80760000002,0.30708661417322836,0.23359580052493437,0.27821522309711283,88350,88475
CMY beta-lactamase,-0.18976377952755918,9.235370063781737,0.09448818897637795,33.418661417322824,41960.74360000002,0.30446194225721784,0.23622047244094485,0.2755905511811024,88350,88475
CMY beta-lactamase,-0.16640419947506577,9.235499000549318,0.09711286089238845,33.36931758530182,41932.731700000026,0.30708661417322836,0.23622047244094485,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.18740157480314978,9.149627113342287,0.09711286089238845,33.48532808398948,42017.79310000002,0.30708661417322836,0.23622047244094488,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.18293963254593187,9.149627113342287,0.09973753280839895,33.36931758530182,42024.78400000003,0.30708661417322836,0.23622047244094485,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.17217847769028877,9.235499000549318,0.09711286089238845,33.14648293963253,41918.70510000002,0.30708661417322836,0.23884514435695536,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.16535433070866148,9.149627113342287,0.09711286089238845,32.8638057742782,42002.82150000003,0.3097112860892388,0.23359580052493437,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.1742782152230972,9.149627113342287,0.09711286089238845,32.97981627296586,42029.84680000002,0.30971128608923887,0.2335958005249344,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.162041884816754,9.149627113342287,0.09685863874345549,32.80395287958114,42073.89940000003,0.3089005235602094,0.23298429319371727,0.2774869109947644,93850,93975
CMY beta-lactamase,-0.1708661417322836,9.149627113342287,0.09973753280839895,32.8638057742782,42050.86430000003,0.3097112860892388,0.23359580052493437,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1874015748031497,9.050926017761231,0.09711286089238845,33.08664041994749,42032.80450000003,0.30708661417322836,0.23359580052493437,0.27821522309711283,93850,93975
CMY beta-lactamase,-0.15328083989501323,9.149627113342287,0.09711286089238845,32.8638057742782,42028.90180000002,0.3123359580052493,0.23097112860892388,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1708661417322836,9.299645042419431,0.09711286089238845,33.23703412073489,42020.88310000003,0.3097112860892388,0.23359580052493437,0.2755905511811024,89840,89965
CMY beta-lactamase,-0.18792650918635184,9.149627113342287,0.09711286089238845,33.44490813648293,42034.820400000026,0.30708661417322836,0.23622047244094485,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.18687664041994761,9.149627113342287,0.09711286089238845,33.59215223097112,42020.79380000003,0.30708661417322836,0.23622047244094485,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.19763779527559067,9.235370063781737,0.09711286089238845,33.89976377952754,42119.92820000003,0.30708661417322836,0.2335958005249344,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.19422572178477704,9.050926017761231,0.09711286089238845,33.39425196850392,42048.80390000003,0.30708661417322836,0.23622047244094485,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.16824146981627303,9.149627113342287,0.09711286089238845,32.8638057742782,42032.847500000025,0.30971128608923887,0.2335958005249344,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1821522309711288,9.149627113342287,0.09711286089238845,33.95041994750654,41990.76780000002,0.30708661417322836,0.23622047244094485,0.2782152230971129,93850,93975
CMY beta-lactamase,-0.17847769028871405,9.149562644958497,0.09711286089238845,30.63572178477689,42057.852100000026,0.30971128608923887,0.23097112860892388,0.27034120734908135,93850,93975
CMY beta-lactamase,-0.14146981627296587,8.934173774719241,0.09711286089238845,35.1149868766404,41881.632000000034,0.30971128608923887,0.2362204724409449,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.17296587926509197,9.149627113342287,0.09711286089238845,33.540971128608916,41977.76910000003,0.30708661417322836,0.2335958005249344,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.15826771653543314,9.138474082946779,0.09973753280839895,30.29687664041994,42051.88400000003,0.3123359580052494,0.23097112860892388,0.27296587926509186,99350,99475
CMY beta-lactamase,-0.1585301837270341,9.259545707702635,0.09711286089238845,32.27377952755904,42045.91080000001,0.3097112860892388,0.24146981627296588,0.26771653543307083,93850,93975
CMY beta-lactamase,-0.16824146981627303,9.149627113342287,0.09711286089238845,33.36931758530183,42032.847500000025,0.30971128608923887,0.2335958005249344,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1139107611548556,9.050990486145018,0.09448818897637795,32.594251968503926,41850.70570000001,0.31496062992125984,0.2335958005249344,0.28083989501312334,93850,93975
CMY beta-lactamase,-0.11732283464566924,9.14949817657471,0.09448818897637795,33.09976377952755,41869.75210000001,0.31496062992125984,0.2335958005249344,0.28083989501312334,93850,93975
SHV beta-lactamase,-0.01853146853146844,8.504556465148926,0.045454545454545456,38.124125874125866,31163.640500000034,0.2867132867132867,0.19930069930069927,0.3426573426573427,31970,32095
SHV beta-lactamase,-0.055594405594405524,7.756101036071779,0.04895104895104896,37.03636363636364,31303.757100000028,0.2867132867132867,0.19930069930069927,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.046153846153846094,7.756101036071779,0.04895104895104896,38.16293706293706,31275.680800000027,0.2902097902097902,0.1993006993006993,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.05839160839160833,7.756101036071779,0.045454545454545456,36.923426573426575,31226.610200000036,0.2867132867132867,0.20279720279720279,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.05489510489510486,6.97445125579834,0.045454545454545456,38.95034965034964,31236.66800000003,0.28321678321678323,0.19930069930069927,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.059440559440559364,7.756101036071779,0.045454545454545456,38.12237762237763,31255.71440000003,0.28321678321678323,0.19930069930069927,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.04720279720279717,6.849519157409667,0.04895104895104895,37.00314685314685,31335.772500000032,0.2937062937062937,0.19580419580419578,0.3356643356643357,34950,35075
SHV beta-lactamase,-0.04999999999999997,7.756101036071779,0.045454545454545456,36.77447552447552,31193.62340000003,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.073076923076923,6.452953529357909,0.045454545454545456,37.59685314685315,31353.748200000035,0.2867132867132867,0.1923076923076923,0.3426573426573427,33460,33585
CMY beta-lactamase,-0.17236842105263164,9.149627113342287,0.09473684210526316,33.27265789473683,41772.49290000002,0.3078947368421053,0.23684210526315788,0.2736842105263158,88350,88475
CMY beta-lactamase,-0.17217847769028877,8.933786964416509,0.09711286089238845,36.8884776902887,42028.807800000024,0.30708661417322836,0.23622047244094488,0.28346456692913385,93850,93975
CMY beta-lactamase,-0.15774278215223095,9.05086154937744,0.09711286089238845,36.538346456692906,41984.79820000003,0.3097112860892388,0.23884514435695536,0.2782152230971129,93850,93975
CMY beta-lactamase,-0.15905511811023612,8.788539695739747,0.09711286089238845,36.45173228346456,41965.72700000003,0.30708661417322836,0.23884514435695536,0.28083989501312334,93850,93975
CMY beta-lactamase,-0.1624671916010498,9.050668144226073,0.09711286089238845,35.80999999999998,42062.90850000002,0.3123359580052493,0.23884514435695536,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.14829396325459313,9.14949817657471,0.09711286089238845,34.03519685039368,41955.80310000001,0.3123359580052493,0.2335958005249344,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1461942257217847,9.160844612121583,0.09186351706036745,34.566955380577404,41864.69430000002,0.3097112860892388,0.23622047244094488,0.2782152230971129,88350,88475
CMY beta-lactamase,-0.16404199475065623,9.040224266052245,0.09711286089238845,36.93703412073489,42109.02150000002,0.31496062992125984,0.23622047244094485,0.27296587926509186,93850,93975
CMY beta-lactamase,-0.16955380577427834,9.149627113342287,0.09711286089238845,33.29372703412072,41998.832800000026,0.30971128608923887,0.23622047244094488,0.2755905511811024,93850,93975
CMY beta-lactamase,-0.1480314960629921,9.149627113342287,0.09711286089238845,32.35829396325458,41987.84990000002,0.3123359580052494,0.23359580052493437,0.2782152230971129,93850,93975
ACT beta-lactamase,-0.04960629921259836,8.546525382995608,0.08923884514435695,34.8407086614173,41299.14950000002,0.30183727034120733,0.2467191601049869,0.2913385826771654,84340,84465
CMY beta-lactamase,-0.14015748031496056,9.061692237854004,0.09711286089238845,35.102388451443545,41912.669100000014,0.31496062992125984,0.23884514435695536,0.27034120734908135,93850,93975
CMY beta-lactamase,-0.18661417322834659,9.274180030822755,0.09711286089238845,32.9131496062992,42032.827600000026,0.3097112860892388,0.23359580052493437,0.2755905511811024,89840,89840
SHV beta-lactamase,-0.060839160839160786,7.756101036071779,0.045454545454545456,36.13426573426574,31250.674700000036,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.022027972027971986,6.917839622497559,0.045454545454545456,38.45979020979021,31121.554100000034,0.2902097902097902,0.2062937062937063,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.02237762237762233,6.917839622497559,0.045454545454545456,37.86048951048951,31180.62130000003,0.2902097902097902,0.19930069930069927,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.06223776223776218,6.918692207336425,0.045454545454545456,36.86853146853147,31281.685500000032,0.2867132867132867,0.19580419580419578,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.032517482517482474,7.756101036071779,0.045454545454545456,37.59685314685315,31239.691800000033,0.2902097902097902,0.19580419580419578,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.05384615384615381,7.756101036071779,0.045454545454545456,37.893706293706295,31223.649400000035,0.2867132867132867,0.19930069930069927,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.0622377622377622,6.91988582611084,0.045454545454545456,38.56713286713287,31295.712100000037,0.2867132867132867,0.19580419580419578,0.3426573426573427,33460,33585
SHV beta-lactamase,-0.06083916083916081,7.756101036071779,0.04895104895104895,37.79965034965035,31338.781400000033,0.2902097902097902,0.19930069930069927,0.3356643356643357,38960,39085
SHV beta-lactamase,-0.0657342657342657,8.489793205261233,0.045454545454545456,37.893706293706295,31322.783800000037,0.2867132867132867,0.19580419580419578,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.048601398601398574,7.756101036071779,0.045454545454545456,37.59685314685315,31213.61150000003,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.04300699300699297,7.756101036071779,0.045454545454545456,37.300000000000004,31251.702500000032,0.2902097902097902,0.19930069930069927,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.052797202797202764,7.756101036071779,0.045454545454545456,37.59685314685315,31253.675400000033,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.04300699300699293,7.756101036071779,0.045454545454545456,37.33321678321678,31251.702500000032,0.2902097902097902,0.19930069930069927,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.0503496503496503,8.49140491485596,0.045454545454545456,36.92342657342657,31245.701300000033,0.2867132867132867,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.06013986013986002,7.756101036071779,0.045454545454545456,37.59685314685315,31253.675400000026,0.2867132867132867,0.19930069930069927,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.07517482517482507,7.756101036071779,0.04895104895104896,38.99860139860139,31255.649800000032,0.28321678321678323,0.2027972027972028,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.04790209790209787,6.917839622497559,0.045454545454545456,40.25664335664335,31195.59290000003,0.2867132867132867,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.08531468531468522,7.756101036071779,0.045454545454545456,40.25664335664335,31210.567900000035,0.27972027972027974,0.19930069930069927,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.0772727272727272,7.756101036071779,0.045454545454545456,41.893706293706295,31224.594400000035,0.28321678321678323,0.20279720279720279,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.08776223776223768,6.918692207336425,0.045454545454545456,39.59650349650349,31296.65710000003,0.28321678321678323,0.19580419580419578,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.07237762237762231,6.97445125579834,0.045454545454545456,38.42342657342656,31219.574600000033,0.28321678321678323,0.19930069930069927,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.05839160839160833,7.756101036071779,0.045454545454545456,40.25664335664335,31264.701300000026,0.2867132867132867,0.19580419580419578,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.09825174825174819,8.475996971130371,0.045454545454545456,41.13461538461537,31311.714800000034,0.28321678321678323,0.1993006993006993,0.3286713286713287,33460,33585
SHV beta-lactamase,-0.06048951048951041,7.756101036071779,0.045454545454545456,38.592307692307685,31234.609100000034,0.2902097902097902,0.19930069930069927,0.3286713286713287,33460,33585
SHV beta-lactamase,-0.048601398601398574,7.756101036071779,0.045454545454545456,36.923426573426575,31213.61150000003,0.2867132867132867,0.1993006993006993,0.33916083916083917,33460,33585
SHV beta-lactamase,-0.08881118881118874,7.756101036071779,0.045454545454545456,40.93006993006992,31264.65830000003,0.28321678321678323,0.2027972027972028,0.3321678321678322,33460,33585
SHV beta-lactamase,-0.05209790209790207,8.617505073547363,0.045454545454545456,36.06048951048951,31135.52110000003,0.2867132867132867,0.2062937062937063,0.3356643356643357,33460,33585
SHV beta-lactamase,-0.07881944444444439,8.839856529235842,0.04513888888888889,38.698958333333316,31493.98080000002,0.2847222222222222,0.19791666666666669,0.3333333333333333,33460,33585
PDC beta-lactamase,-0.29143576826196516,8.34067783355713,0.0906801007556675,36.12015113350124,43428.83189999998,0.28967254408060455,0.2317380352644836,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.2828715365239299,7.7403566360473635,0.0906801007556675,35.145088161209046,43451.86529999998,0.28967254408060455,0.2292191435768262,0.3047858942065491,54320,54445
PDC beta-lactamase,-0.27858942065491216,8.340742301940917,0.08816120906801007,35.18639798488664,43308.72309999998,0.28967254408060455,0.23425692695214106,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.29848866498740595,8.848688697814943,0.0906801007556675,36.993198992443304,43441.87699999997,0.28967254408060455,0.23425692695214106,0.2947103274559194,54320,54445
PDC beta-lactamase,-0.28891687657430765,7.72614688873291,0.0906801007556675,34.996473551637266,43400.77539999998,0.28967254408060455,0.2317380352644836,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.28236775818639837,8.838180351257325,0.0906801007556675,35.455919395465976,43364.83429999998,0.28967254408060455,0.23425692695214106,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.2823677581863982,8.986715507507324,0.0906801007556675,36.81914357682618,43393.91859999998,0.28967254408060455,0.23425692695214106,0.3022670025188917,54320,54445
PDC beta-lactamase,-0.26801007556675094,8.340742301940917,0.0906801007556675,34.996473551637266,43354.792999999976,0.29219143576826195,0.23425692695214106,0.29974811083123426,54320,54445
PDC beta-lactamase,-0.29874055415617173,9.106755638122557,0.0906801007556675,37.726448362720376,43385.85689999998,0.2871536523929471,0.23425692695214104,0.2947103274559194,54320,54445
PDC beta-lactamase,-0.27304785894206585,8.826833915710449,0.09319899244332494,36.270025188916854,43369.84749999998,0.29219143576826195,0.23425692695214104,0.29974811083123426,55810,55935
